원본,라벨,독어_역번역
강대리 당신 자리는 오늘부터 저기야 네.? 저기 몇 년간 사용 안 하던 창고 아닙니까? 왜 회사 회식 자리에는 오기 싫고 자리 옮겨주는 것도 싫나? 어제는 사정이 있어서. 참석 못했습니다 그래 그래 다 이해해 그니까 저기 앉으라니까? 방도 하나 만들어줬는데 왜 그래? 에효 그니까 그냥 참석하지 사정이 뭐가 있다고 쯧쯧 어제가 그냥 회식도 아니고 부장님 생신 파티구만 밉보이려고 노력했네 노력했어 죄송합니다 다음부터 안 그러겠습니다 다음은 다음이고 공지 있을 때까지 저기서 회사 업무 봐 진짜 죄송합니다 다음부터 안 그러겠습니다 한 번만 너그러운 마음으로 용서해주십시오 진짜 말 많네 회사 복도에서 업무 보고싶어? 잘 넘어 가줄 때 그냥 짐 빼 네 지금 빼겠습니다.,직장 내 괴롭힘 대화,"강 대리님 직위는 오늘부로 그 자리죠? 이곳은 몇년동안 사용하지 않은 창고 아닌가요? 회사 회식에 와서 감동받지 않는 건 어떨까요? 어제는 사정이 좀 있었어요. 나는 참여할 수 없었다. 예, 예, 이해합니다. 그래서 저한테 거기 앉으라고 했죠? 널 위해 방도 만들어 줬는데 넌 왜 이러는 건데? 아, 그래서 그냥 참가할 수는 없군요. 쯧쯧. 어제는 단순한 회사 회식이 아니고 그냥 매니저 생일 파티였어요. 나는 혐오스러워 보이려고 최선을 다했습니다. 죄송합니다. 다음부턴 그런 짓 안 할게요. 다음 시간은 다음 시간입니다. 당분간은 그곳에서 회사의 업무를 모니터링하겠습니다. 정말 죄송해요. 다음번에는 그러지 않을게요. 너그러운 마음으로 용서해 주십시오. 정말 말을 많이 하시네요. 회사 복도에서 일하고 싶나요? 놔줄 거면 그냥 짐 풀고 가세요. 네, 이제 짐을 풀겠습니다."
야 너 그거 예쁘다? 그치 예쁘지? 이거 어제 내 생일 선물로 받은 건데. 얘기 말을 못 알아듣네. 그거 예뻐서 내가 갖고 싶다고. 이거 내 생일선물인데. 그건 네 사정이고. 내가 갖고 싶다고. 아예 주는건 안되고. 빌려줄 순 있는데. 그래 그럼 빌려줘. 한 일년 쓰고 질리면 다시 줄게. 일년이나? 왜 싫어? 평생 빌려줄래? 아니야 일년. 빌려줄게.,갈취 대화,"야, 그거 예쁜 것 같아? 예쁘지 않나요? 어제 생일 선물로 이걸 받았어요. 무슨 말인지 이해할 수 없습니다. 너무 예뻐서 갖고 싶네요. 이건 내 생일 선물이에요. 그게 당신의 문제입니다. 나는 그것을 원한다. 전혀 줄 수 없습니다. 빌려드릴 수 있어요. 알았어, 그럼 나한테 빌려줘 1년 정도 사용하고 더 이상 마음에 들지 않으면 반품할 예정입니다. 연간? 왜 싫어합니까? 나에게 당신의 생명을 빌려 주시겠습니까? 아니, 1년이에요. 내가 빌려줄게."
25살까지 먹여주고 재워줬으니 이제 앞으로 월 100만원씩 내. 저 이제 막 알바 시작했어요. 말대답은. 누굴 닮았는지? 너 키우는데 한두푼인줄알아? 억이야 억! 학비는 왜이렇게 비싼지 등골이 휘었어. 저 장학금받으면서 다녔고 대학도 제가 모아둔 돈으로 갔어요! 그게 누구 주머니에서 나온 돈인데! 이젠 지 부모도 이겨먹으려고 그래. 지난달에 병원다녀오신다고 200 모아서 드렸는데 돈을 달라고 하시니까. 내가 허튼대썼어? 나이드니 여기저기 아프니까 자식한테 효도받은거지. 버르장머리가 없어서 지금은 알바고 공시붙을 때까지만 기다려주세요. 멍청해가지고 시험이나 붙겠어. 공장들어가서 따박따박 돈이나 가져와! 정말 너무 하시네요.,갈취 대화,"25살이 될 때까지 먹여주고 키웠으니 이제부터는 매달 100만원씩 줘야 합니다. 이제 막 파트타임으로 일을 시작했어요. 대답은 다음과 같습니다. 당신은 누구를 닮았나요? 당신을 키우는 데 한두 푼의 비용이 든다는 것을 알고 계셨습니까? 10억, 10억! 등록금이 왜 이렇게 비싼지 궁금해서 허리가 굽어졌다. 장학금으로 학교도 가고, 모은 돈으로 대학도 다녔어요! 그것은 누군가의 주머니에서 나온 돈입니다! 이제는 부모님마저도 나를 설득하려고 합니다. 지난달에 200불을 저축해서 병원에 갔을 때 줬는데 돈을 요구하더군요. 내가 시간을 낭비했나요? 늙어서 여기저기 상처받고 있기 때문에 자식들에게서 효도를 경험하게 됩니다. 머리 자를 게 없어서 지금은 아르바이트 중이니 정식 공지가 나올 때까지 기다리시면 됩니다. 정말 괴로워요. 공장에 가서 돈을 벌어보세요! 정말 너무 자주 하시네요."
빌린 돈 당장 갚아 지금 당장은 돈이 없습니다 내일까지 계좌로 오백 보내. 당장 내일까지요? 그 돈을 어디서 구해요 안 보내면 . 시간을 조금만 더 주세요 제가 다음 주까지는 꼭 꼭 구해올게요 . 안 보내면 . 너 콩팥 한 쪽은 무사하지 못할 줄 알아 제발 한 번만 봐주세요 죽기 싫으면 내일 저기 앞 뒷골목에서 보자. 흐읍흐읍 넵,협박 대화,"빌린 돈은 즉시 갚으세요. 지금은 돈이 없어요. 내일까지 내 계좌로 500을 보내주세요. 지금 당장, 내일 만나요? 돈은 어디서 구하나요? 내가 보내지 않으면. 좀 더 시간을 주세요. 다음주까지는 꼭 받아보실 수 있도록 하겠습니다. 보내지 않으면. 신장 중 하나가 잘못될 것이라는 것을 알고 있으니 꼭 살펴보시기 바랍니다. 죽기 싫다면 내일 뒷골목에서 뵙겠습니다. 허허 응"
이게 멀까 돈 돈있잖아 근데 왜없대 더 내놔 더 없어 없긴 다 털어내봐 진짜 없는데 뒤져서 나오면 죽인다 미안 여기 더 내놔 이제 진짜 더 없어,갈취 대화,그게 먼가요? 나 돈 있는데 왜 더 안줘? 더 이상 아무것도 없습니다. 당신이 가지고 있지 않은 모든 것을 떨쳐 버리십시오. 정말 하나도 없어요. 찾아보고 알면 죽여버리겠다. 죄송합니다. 여기 더 주세요. 정말 남은 게 없어요.
헤에 윤경씨 뭐먹어? 네? 아 곧 결혼식이라 조금씩 자주 먹고 있어요 아 그래? 결혼식이라 이쁘게나오면 좋지 네 맞아요 근데 나는 윤경씨가 햄토리같이오물오물 거리는게 좀 거슬리는데 어떡하지? 네??. 신경쓰이게 해드려서 죄송합니다 응 윤경씨 개인적인 사정때문에 내가 불편한거는 아니잖아? 남한테 불편을 끼치지 않는 선에서 해야지 네.죄송합니다. 견과류라 괜찮을지 알았어요 그건 윤경씨생각이고 진짜 도토리 먹는 살찐 청솔모 같으니까 조심좀 해줘 나는 누가 뭐 먹는거 보는거 안좋아하는 사람이야 사무실에서는 일만 해야지 그렇지? 네 정말 죄송합니다,직장 내 괴롭힘 대화,"야 윤경아 뭐 먹어? 예? 아, 결혼식이 다가와서 소소하게 자주 먹거든요. 오, 진짜? 결혼식이라 예쁘게 보이는 게 좋은 것 같아요. 네 그렇긴 한데 윤경이가 햄스터처럼 행동하는 게 좀 짜증나는데 어떻게 해야 하나요? 예??. 방해해서 미안해요. 네, 윤경씨, 제가 불편을 겪는 것은 개인적인 사정이 아니죠? 다른 사람에게 불편을 주지 않고 해야 합니다. 네, 죄송합니다. 미쳤으니까 괜찮을 줄 알았어. 이건 윤경씨 아이디어인데 정말 도토리 먹는 살찐 청솔모 같으니 주의해주세요. 저는 남들이 먹는 걸 보는 걸 별로 안 좋아하는 사람이에요. 그냥 사무실에서 일해야지, 그렇지? 응, 정말 미안해"
지난번에 빌려드린 돈 갚아주세요 언제쩍 이야기 하는거에요 돈 없어요 돌려주신다고 빌려가셨잖어요 다 써버리고 없는걸 어떡하라고! 믿고 드린건데 .왜 안주세요 그럼 이번엔 오백만 줘봐 그럼 같이 드릴게 저한테 그런 돈이 어디있어요 그건 당신 사정이구요 받고 싶음 오백 더 줘봐요 신고할거에요 그러시던가 내가 돈 빌렸다는 증거있어?,갈취 대화,지난번에 빌려준 돈을 갚아주세요. 우리가 언제 이 얘기를 했나요? 나는 돈이 없습니다. 빌렸다가 돌려주겠다고 하더군요. 다 쓰고 아무것도 남지 않았다면 어떻게 해야 합니까? 나는 그것을 당신에게 맡겼습니다. 나한테 주지 그래? 그럼 이번에는 500만 달러를 주세요. 그럼 같이 드릴게요. 내 돈은 어디에 있습니까? 그것은 당신에게 달려 있습니다. 원하시면 500개 더 주세요. 신고하겠습니다. 내가 돈을 빌렸다는 증거가 있나요?
이 사원 요즘 피곤한가? 아닙니다 과장님 피곤하지도 않은데 왜 이렇게 힘이 없어 힘 좀 내 알겠습니다. 그래 힘 좀 내고 여기 업무 네?? 이게 뭔가요? 업무라고.말귀 못 알아 먹었어? 저. 이 업무는 제 담당이. 담당이 아니면 못하나? 자네 내가 신경 써줘도 이런식인가? 그게 아니라.,직장 내 괴롭힘 대화,"Dieser Mitarbeiter heutzutage m?de인가요? 아니 매니저님 피곤하지도 않은데 왜 이렇게 힘이 없는 걸까요? 기운을 내야 해요. Okay, give me some strength and work here, okay?? 저게 뭐에요? 그것은 Arbeit입니다. Hast du es nicht verstanden? I. Diese Aufgabe liegt in meiner Verantwortung. 제가 담당자가 아니면 할 수 없나요? 내가 당신을 걱정하는데도 당신은 여전히 ??그런가요? 그게 아닙니다."
김대리 방금 어디갔다왔어요? 화.화장실이요 무슨일이세요? 제가 5분이상 자리 비우지 말랬죠 급하면 보고하고 가랫죠 아. 화장실 자리가 안비어서 기다리느라 늦었습니다 또또또 김대리는 맨날 뭐하느라 늦었다 어째서 이랬다 핑계가 왜이렇게 많아? 내가 김대리 사정까지 봐줘야해? 그건아니지만. 그럼 내가 말하면 그냥 죄송합니다 하고 끝내면 되는거야 토달지말고 . 봐봐 또안하네 너 진자 안되겠다 각오해 .죄송합니다,직장 내 괴롭힘 대화,"김 과장님, 방금 어디 가셨나요? 화요일 화장실에서 무슨 일이 일어나고 있는 걸까요? 5분 이상 방에서 나오지 말라고 했어요. 긴급한 경우 신고하고 가셔도 됩니다. 음. 화장실이 비어있지 않아서 기다려야 해서 늦었어요. 김 과장은 일이 있어서 늘 지각했다. 왜 이렇게 변명이 많아? 김 대리의 상황을 살펴봐야 할까요? 설마. 그럼 내가 무슨 말을 하면 그냥 사과하고 끝내면 돼요. 불평하지 마세요. 보세요, 다시는 안 할 거예요. 나는 패자가 되지 않을 준비가 되어 있다. 죄송합니다."
제발 부탁드려요. 아직 돈을 준비 못했어요 조금만 더 시간을 주세요 아니 이게 도대체 몇 번째야! 내가 이번까지 준비 못하면 찾아가서 죽여버린다 했지 요즘 경기 안 좋아서 장사가 잘 안돼요 조금만 연장해주시면 안될까요? 내가 장사 안되는 거 까지 봐주면서 돈 받아야 하냐 그건 네 사정이고 5일 뒤에 돈 들어 오는 게 있어요 제발요 . 3일 네? 3일 준다고 그 안에 돈 만들어 가지고 와 감사합니다. 감사합니다. 3일 뒤에 안 가지고 오면 그땐 각오하는 게 좋을거야,갈취 대화,"제발 부탁드립니다. 아직 돈을 준비하지 못했습니다. 좀 더 시간을 주세요. 아니, 그런 일이 얼마나 자주 일어나는가! 그때까지 준비하지 않으면 내가 가서 널 죽이겠다고 말했잖아. 지금 경제가 안 좋아서 사업도 잘 안 되고 있어요. 좀 확장해 주시겠어요? 당신이 나의 형편없는 사업을 돌보고 그에 대한 대가를 받아야 합니까? 이것이 귀하의 상황이며 금액은 5일 후에 도착할 것입니다. 제발. 3일 응? 돈 벌어서 3일동안 가져와주셔서 감사합니다. 감사합니다. 3일이 지나도 가져오지 않으면 준비를 하는 것이 좋습니다."
이대리? 오늘 회식 있는 거 알지? 네 부장님 부탁이 있는데 오늘 사장님도 계시니까 시중 좀 하면 안될까? 부장님 요즘 세상이 어떤 세상인데 시중이에요? 에이 그러니까 내가 믿을만한 이대리에게말하는거지 곤란합니다 부장 님! 자꾸 이렇게 부탁하면 정말 싫습니다 저기 말이지. 곧 인사도 있고하니 내가 힘좀 써볼테니 이번만 부탁할께 부장 님 저번에도 그래서 싫지만 억지로 했는데 이제부터 이러지마세요 그동안 쌓은 경력이 아깝지 않은가? 내가 그렇게 못할 부탁 한거야? 그.그게 .!,직장 내 괴롭힘 대화,"이 대리? 오늘 회사 회식인 거 알지? 네, 매니저님, 부탁이 하나 있습니다. 오늘 사장님도 오셨으니, 챙겨드려도 될까요? 매니저님, 요즘은 어떤 세상인가요? 안녕하세요, 저는 믿을 수 있는 관리자 Lee와 통화 중입니다. 어렵네요 매니저님! 나한테 계속 그런 질문을 하는 게 정말 싫다. 곧 인사드릴 테니 이번에는 최선을 다해 부탁 하나 드리겠습니다. 매니저님 저번에는 하기 싫었는데 억지로 하게 됐어요. 이제부터 이러지 마세요. 이전 경험이 낭비가 아닌가? 나한테 그러지 말라고 하는 거야? 그만큼. 그만큼.!"
김대리 이리와봐 무슨 문제라도 있나요? 이걸 서류라고 해왔어? 시킨신대로 한것같은데요 이런 돌대가리!!!너 대학 어디나왔어? 저 가천대인데요 그러니까 니가 안되는거야 우리기획업무에 가천대가 뭔말이냐? 과장님 좀 심하신거 아닌가요? 이거봐라 말대답까지!!!너같은거 10트럭가져다줘도 필요없어 죄송합니다,직장 내 괴롭힘 대화,"김 대리님, 이리 오세요. 문제가 있나요? 이걸 문서라고 했나요? 시키는 대로 한 것 같은데 멍청아!!! 대학은 어디로 갔나요? 여기는 가천대학교라서 그러면 안 돼요. 우리의 기획 작업에 있어서 가천대학교는 어떤 의미를 갖고 있나요? 사장님 좀 가혹하지 않나요? 이것 봐, 나도 반말을 하고 있어!!! 미안해요, 당신 같은 트럭 10대는 필요 없어요."
민수야 나 빵 좀 사먹게 5만원만 줘라 미안해 내가 오늘은 돈이 없어 잔말 말고 5만원 구해와 그렇게 큰 돈을 내가 어디서 구해.? 지금 반항하는거야? 정말 돈이 없어서 그래 부모님 한테 거짓말이라도 쳐서 구해와 어떻게든 구해볼게. 그래 그렇게 말을 잘들으니까 얼마나좋아? 응. 다음부터 봐주는거 없다,갈취 대화,"민수야, 빵 좀 살 수 있게 5만원만 줘. 죄송합니다. 오늘은 돈이 없어요. 말도 안되는 소리를하지 마십시오. 나를 위해 5만원을 찾아주세요. 내가 그 많은 돈을 어디서 얻나요? 지금 반항하는 겁니까? 나는 정말 돈이 없어서 부모님에게 거짓말을 해서 어떻게든 벌려고 노력할 것이다. 알았어, 내 말을 이렇게 잘 들어줘서 얼마나 좋은데? 뭐. 다음부터는 볼 일 없을 거야"
너 집 가난해서 밥도 잘 못먹는다며? 내가 너주려고 준비했어. 이.게뭐야.? 메뚜기.? 어. 옛날엔 다 어른들이 이런 것도 드시고 했다는데? 근데.왜 이걸 날 주는거야? 너 배고플까봐 내가 직접 준비했다니깐? 먹어봐. 싫어.이런 걸 어떻게 먹어. 아이씨 야 그냥 먹으라면 먹어 내가 왜.이런 걸 먹어야하는데.정말 싫단말야. 그야 내가 널 괴롭힐 때가 제일 재밌거든 이유는 없어. 그니까 그냥 입닥치고 먹어. 이새끼야 으악.하지마!,기타 괴롭힘 대화,"집이 가난해서 밥도 잘 못 먹는다는 겁니까? 나는 당신을 위해 그것을 준비했습니다. 저게 뭐에요.? 메뚜기.? 음. 어른들도 다 이런 걸 먹었다고 하던데? 그런데 이걸 왜 나한테 주는 거야? 배고프지 않을까 싶어서 제가 직접 만들었다고 했죠? 시도해 보세요. 나는 그것을 싫어한다. 어떻게 그런 걸 먹을 수 있지? 야, 먹고 싶으면 그냥 먹어. 내가 왜 이런 걸 먹어야 하는 걸까? 정말 싫어요. 사실, 나는 당신을 놀리는 것이 가장 즐겁기 때문에 이유가 없습니다. 그러니 그냥 닥치고 먹어라. 이 개자식아, 윽, 그러지 마!"
