원본,라벨,독어_역번역
직원씨 오늘 뭐해?? 아 저 오늘 해야 할 업무 마무리 되어서 곧 퇴근하려구요. 아 그래?? 마침 잘 됐네! 내가 오늘 일이 있어서 지금 급하게 가봐야하는데 이 업무좀 대신 해줘 네? 저 며칠 동안 상무님 일 대신 하느라 야근만 일주일 넘게 했습니다 그래서? 그건 원래 직원씨가 해야할 일이었고 아무튼 나 가야하니까 이것좀 해놔 며칠만에 쉬는거라 안될 것 같습니다. 어머 직원씨 자기가 이렇게 융통성 없으니까 사람들이 자기를 싫어하지 하라는 대로 재깍재깍하면 부딪히지도 않고 얼마나 좋아? 네.? 그게 아니라. 제가 일 도맡는건 아 됐고 하고 낼 아침까지 책상위에 올려놔 안하면 회사 생활 쉽지 않을야? 하 네,직장 내 괴롭힘 대화,"오늘 뭐하세요 직원분? 아, 오늘 일을 마쳤으니 이제 곧 퇴근하겠습니다. 오, 진짜?? 훌륭하게 작동했습니다! 오늘은 할 일이 있어서 급하게 가야 해요. 나를 위해 이 일을 해줄 수 있나요? 저는 지난 며칠 동안 매니저 일을 하면서 일주일 넘게 야근을 했습니다. 그래서? 원래는 그 직원의 일이었죠. 어쨌든 난 가야 하니까 이걸 하자. 며칠 만에 처음으로 휴식을 취하게 되니 잘 안될 것 같아요. 맙소사, 그 직원, 당신은 너무 융통성이 없어요. 사람들은 당신을 좋아하지 않습니다. 시키는 대로만 하면 문제가 생기지 않는다는 것이 얼마나 좋은가? 예.? 그게 아닙니다. 내가 일을 처리하지 않고 내일 아침까지 책상 위에 올려놓으면 직장생활이 쉽지 않겠죠? 하 그렇죠"
저기 과장님 회식 자리에서 그때 죄송합니다. 제가 술에 너무 취해서 시끄러워 어디서 개가 짖냐 네 뭐라고요 내가 사원일때도 그러지 않았어 미친것아 죄송합니다. 죄송합니다. 저 이 회사밖에 없어요 나 어제 집에서 그때 상황 생각나느라 잠이 오질않았어 죄송합니다. 뭐 내가 찐따라고 뭐 내가 모쏠 이라고 나 원참 어이가 없네 죽을 죄를 졌어요 시끄럽고 이제 누가 나가나 한번보자 앞으로 아니 미안하다고 계속 이야기 했는데 왜 나한테 그러는거야 뭐라 중얼거리는 거야 미친것이 빨랑 일이나해,직장 내 괴롭힘 대화,"그곳 매니저의 만찬에서 제가 한 말에 대해 사과드립니다. 너무 취해서 소리를 질렀어요. 개가 어디에서 짖었나요? 응, 뭐? 제가 직원으로서 그렇게 한 것은 아닙니다. 내가 미쳤어서 미안해요. 실례합니다. 나에겐 이 회사밖에 없다. 이런 상황을 생각하며 어젯밤에 집에서 잠을 못 자서 미안해요. 내가 무슨 말을 하는 거지? 내가 무슨 말을 하는 거지? 나는 바보입니다. 나는 너무 우스꽝 스럽습니다. 나는 죄를 지었습니다. 시끄러워요. 이제 누가 나오는지 볼까요? 계속 미안하다고 했는데 나한테 왜 이러는 걸까요? 뭔가 중얼거리고 있나요? 당신은 미쳤어요."
시간 얼마 안남았어 알고 있습니다. 시간 넘기면 안돼 노력 해보겠습니다. 노력? 시간 내에 성공해야돼 최선을 다해보겠습니다. 시간내에 성공못하면 니딸 장기는 내꺼다. 제 딸은 건들지 말아주세요. 그건 너한테 달렸어 시간내에 성공하면 제딸 장기는 절대 건드리지 말아주세요.,협박 대화,"나는 시간이 얼마 남지 않았다는 것을 알고 있다. 시간을 허비하지 않고 최선을 다하겠습니다. 노력? 기한 내에 성공할 수 있도록 최선을 다하겠습니다. 내가 제 시간에 도착하지 않으면, 당신 딸의 장기는 내 것이 될 것입니다. 제발 내 딸을 만지지 마세요. 그것은 당신에게 달려 있습니다. 시간 내에 성공한다면 우리 딸의 장기는 건드리지 말아주세요."
내가 분명히 요번주까지 돈 준비하라고 했지. 어떻게 된거야. 죄송합니다. 다음주까지는 꼭 드리겠습니다. 아주 여유가 넘치네? 다음주까지 돈 준비 못하면 어떻게 하려고. 기다려주세요.요번주까지는 무리입니다. 다음주까지 돈 못구하면 신체 포기각서 쓰고 장기라도 팔아야지. 제발.그건 안됩니다. 기다려주는데도 한계가 있는거야 이 양반아. . 다음은 네 가족이니까 다음주까지 돈 꼭 구해와. 네.알겠습니다,갈취 대화,이번 주까지 돈을 준비하라고 분명히 말했어요. 무슨 일이에요? 실례합니다. 다음주에는 꼭 드릴께요. 당신은 매우 편안하지 않습니까? 다음 주까지 돈이 준비되지 않으면 어떻게 하시겠습니까? 기다리세요. 이번 주까지는 불가능합니다. 다음 주까지 돈을 받지 못하면 포기 각서에 서명하고 장기를 팔아야 합니다. 제발. 이것은 불가능합니다. 기다릴 수 있는 시간에는 한계가 있습니다. . 다음은 가족이므로 다음 주까지 돈을 받도록 하세요. 순서대로
너 소문들었다. 돈 좀 벌었다면서? 소문은 무슨. 어떻게 오빠한테 로또된걸 숨기려했냐? 아 아니야. 무슨 로또를. 엄마가 이미 입털었어. 넌 말 안할꺼라 생각했냐? 이거 엄마 병원비하면. 진짜 얼마 안돼. 글구 1등 아니야. 2등이야. 내가 봤는데 그래도 몇천은 떨어지잖아. 오빠도 요새 힘든데 좀 내놔라. 무슨 세금빼면 진짜 없다니까. 너 뒤져서 나오면 진짜 쳐맞는다? 오빠 제발 정신차려.이거 엄마 병원비에 쓸꺼라고. 뒤져가는 사람이 중요해? 산사람이나 입에 풀칠해야지. 좋은 말할때 반 내놔.,갈취 대화,"당신에 대한 소문을 들었어요. 돈 좀 벌었다고 들었어? 소문은 무엇입니까? 복권에 당첨된 사실을 동생에게 어떻게 숨기려고 했나요? 안 돼. 정말 복권이네요. 엄마는 이미 나에게 그것에 대해 말씀하셨습니다. 아무 말도 안 할 거라고 생각했나요? 이것이 우리 어머니의 병원비입니다. 실제로 그렇게 길지는 않습니다. 아, 1위는 아니네요. 나는 두 번째입니다. 확인해보니 아직도 몇천원이네요. 지금 동생이 많이 힘들어하니 좀 주세요. 세금 외에는 아무것도 없습니다. 뒤로 나오면 정말 맞을 것 같나요? 형님, 정신 차리세요. 나는 그것을 어머니의 병원비를 지불하는 데 사용할 것입니다. 누가 뒤처지는 게 중요한가? 산에 사는 사람들도 입을 테이프로 막아야 합니다. 좋은 말 하면 반만 주세요."
이자는? 이자까지 줬잖아. 그건 저번 기간 이자고. 이번 기간 이자까지 줘야지 이 년아. 얼만데. 너 하는 꼬라지 같아서 100은 더 받아야겠는데. 장난하지 말고. 이자는 됐으니까 좀 맞자. 저번에 잊었어?원금 다 갚은 대신 내 집에 들어오지 말고내 몸 털끝 하나도 건들지 말라고 난 동의한 적 없어 멍청한 년아.죽을때까지 너 따라다니면서 돈 뜯을 거야. 너 사는 재미 없게 콱 죽어버려야겠다.,기타 괴롭힘 대화,"이자는 어떻습니까? 이자를 주기도 하셨습니다. 그게 마지막 시간이었어요. 이 기간에도 이자를 내야 해, 개년아. 비용은 얼마인가요? 그런 바보가 되려면 100을 더 받아야 합니다. 엉망으로 만들지 마십시오. 이자가 지급되었으니 제대로 하고 있는 겁니다. 지난번을 잊으셨나요? 난 학원비 내는 대신 집에 오지도 않고 내 몸의 털끝 하나 만지지도 않겠다고 약속한 적 없어, 이 멍청한 년아. 나는 죽을 때까지 당신을 따르며 당신에게서 돈을 빼앗을 것입니다. 넌 평생 재미도 없이 죽어야 해."
다시 말해 보세요. 네? 다시 말해 보시라고요. 안녕히 가십시오 손님.이렇게요? 왜 무슨 기분 나쁜 일 있어요? 왜 목소리에 힘을 주고 그래요? 기분 나쁘게! ? 무슨 말씀이신지. 이를 악 물고 말하면 그게 안녕히 가라는 소리에요? 가다 차에 치어 죽으라는 소리지? 죄송합니다. 그런 의도는 전혀 아니었습니다. 아 정말 기분 나빠. 여기는 직원 교육을 어떻게 하는 거야? 다시 한번 사과 드립니다. 그런데 정말 그런 게 아닙니다.,기타 괴롭힘 대화,"다시 말해보세요. 예? 다시 말해보세요. 안녕히 계세요, 손님. 이와 같이? 왜 기분이 나빠요? 왜 목소리에 힘을 실어주나요? 모욕! ? 당신은 무엇을 말합니까? 이를 악물고 말한다면 '안녕'이라는 뜻인가요? 내가 차에 치여 죽어야 한다는 말씀이신가요? 실례합니다. 그것은 전혀 내 의도가 아니 었습니다. 아, 기분이 너무 안 좋아요. 여기 직원 교육은 어떻게 하나요? 다시 한 번 사과드립니다. 그러나 실제로는 그렇지 않습니다."
야 나 옷좀사게 돈좀 빌려줘 너 저번에 빌려준거 아직 안갚았잖아 아 그건그거고 좀만 더 빌려줘 안돼 싫어 좋게 말로하니까 만만해보이냐 싫어 돈없어 말로할때 그냥 내놔라 알겠어 얼마나? 100만원 알았어.,갈취 대화,"야, 나 옷 좀 살 수 있게 돈 좀 빌려줘. 지난번에 나한테 빌려준 걸 갚지 않았잖아. 아, 그게 다야. 좀 더 빌려주세요. 아니요, 마음에 들지 않습니다. 좋게 말하면 쉬워 보이나요? 100만원, 알았어."
신입 남자친구 있나? 네? 남자친구 있습니다. 그렇구나 얼마나 됐어? 2년 정도 된 것 같아요. 그럼 신입도 할 거 다 했겠네? 네? 아니 할 거 다 했겠다고. 요즘 젊은이들이 워낙 빨라야 말이지. 팀장님 기분이 좀 나쁘네요. 성희롱 아닌가요? 뭘 이런 걸로 그래. 다 큰 어른끼리. 앞으로 이런 질문은 안 해주셨으면 좋겠어요.,직장 내 괴롭힘 대화,"새로운 친구가 있나요? 예? 나는 친구가 있습니다. 이해합니다. 얼마나 됐나요? 2년 정도 된 것 같아요. 그러면 그 신입생은 해야 할 일을 다 했을 것 같은데요? 예? 아니, 내가 다 했다고 했어. 요즘 젊은이들은 참 빠르다. 팀장님, 좀 안타깝네요. 성희롱 아닌가요? 왜 그런 말을 합니까? 어른 사이. 앞으로는 이런 질문은 하지 않으셨으면 좋겠습니다."
너 내 아이패드 왜 안 줘? 조금만 더 쓰고 준다고 했잖아 나도 필요하다고! 어서 내놔 나도 마저 하던 거 끝내야 해 좋게 말 할 때 내놔. 너 이거 도둑질이야 뭐? 내가 도둑이라도 된다는 거니? 말도 없이 가져가면 도둑이지 뭐니? 말이 너무 심하다. 마무리 하고 내일 줄게 그 말만 지금 열 번째야. 내놓으라고 당장 아 싫다고 몇 번 말해,갈취 대화,내 아이패드를 나에게 주는 게 어때? 조금 더 써서 나한테 준다고 했는데 나도 필요해! 서둘러서 나에게 주세요. 나는 내가 하고 있는 일을 끝내야 한다. 좋은 말 있으면 나한테 주세요. 이거 훔치는 거야? 내가 도둑이라는 겁니까? 아무 말 없이 가져가면 도둑 맞죠? 말이 너무 심하네요. 마무리해서 내일 전해드리겠습니다. 내가 이 말을 한 것은 이번이 열 번째입니다. 당장 내놓으라고 말해 맘에 안 든다고 몇 번이나 말해
아 짜증나 너 혼자 부르냐? 뭐가 아니 갑자기 노래방 따라와서 너 혼자만 부르잖아 니가 안하는거잖아 안 하는게 아니라 못 부르는거야 너 때문에 그럼 불러 아 기분나빠 너 그냥 가라 어이없네 야 솔직히 너 노래보다 내 노래가 더 듣기 좋잖아 뭐? 존나 노래도 이상하게 부르면서 돈 냈다고 생색내기는,기타 괴롭힘 대화,"아, 짜증나네요. 혼자 노래하나요? 무슨 일이야? 당신은 갑자기 나를 따라 노래방에 들어갔는데 노래를 부르는 사람은 당신뿐이에요. 당신은 그것을하지 않습니다. 못해서가 아니라 노래를 못해서 그렇습니다. 당신 때문에 나는 노래합니다. 아, 기분 나빠요. 그냥 떠나시면 됩니다. 말도 안 돼요. 솔직히 나는 네 노래보다 내 노래를 더 좋아한다. 무엇? 이렇게 이상한 노래를 부르며 돈을 냈다고 자랑하는 모습"
도대체 핵심기술이 뭐야? 끝까지 말하지 않겠다 이건가? 난 이 회사에 30년을 바쳐 일해왔어. 내가 그 따위 협박에 넘어갈 것 같아? 기가 차는군. 그 노친네가 당신한테 해준 게 뭐가 있다고 이러는 거지? 당신은 절대 모를거야. 회장님은 나에겐 아버지와도 같은 분이라고. 다시 한번 경고한다. 당신이 실토하지 않으면 나도 별 수 없어. 뭘 어쩌겠다는 거야? 이 막걸리에는 당신을 5분 내에 사망하게 할 치사량의 청산가리가 들어있지. 나를 죽이고 당신이 무사할까? 이봐 지금 당신이 걱정할 건 내 안위가 아니야. 당신 목숨이야. 절대 말 못해. 너 따위 인간 때문에 회장님을 저버릴 순 없어.,갈취 대화,핵기술이란 도대체 무엇인가? 끝까지 아무 말도 하지 않겠다는 겁니까? 나는 이 회사에서 30년 동안 일해왔습니다. 내가 그런 협박에 넘어갈 것 같나요? 나는 충격을 받았습니다. 이 노인이 당신을 위해 무엇을 해준 걸까요? 당신은 결코 알지 못합니다. 회장님은 나에게 아버지 같은 분이다. 다시 한 번 경고합니다. 당신이 고백하지 않으면 난 아무것도 할 수 없어요. 당신은 무엇을 할 예정입니까? 이 막걸리에는 5분 안에 사람을 죽일 수 있는 치사량의 청산가리가 들어있습니다. 나를 죽여라 그러면 당신은 안전할 것인가? 지금은 내 안녕에 대해 걱정할 필요가 없습니다. 그것은 당신의 삶입니다. 나는 결코 당신에게 말할 수 없습니다. 당신 같은 사람 때문에 회장님을 버릴 수는 없습니다.
승호야 나 지갑이 물에 빠져서 지금 아무것도 인식 안되는데 돈 좀 빌려주라. 응? 갑자기? 얼마나.? 한 4만원 정도? 빌려줄거지? 정말 미안해. 나 그정도는 없어 야 나 물에 지갑이 빠져서 카드 돈 다 잃어버렸다니까. 나는 아예 돈한푼이 없어. 미안해 나 진짜 돈이 없어 친구가 더 쩨쩨하게구네. 돈 좀 빌려달라고 어려운거 아니잖아 좀 도와주자 우리 아니 그건 아닌데 그럼 나는. 어떻게 벼텨. 나 용돈 받으면 너 돈 바로 줄게 그럼 되지 그러니까 빌려주는거다. 알겠어. 꼭 갚아.,갈취 대화,"승호야, 지갑이 물에 빠졌는데 지금은 아무것도 안 보여요. 돈 좀 빌려주세요. 사실이 아니지? 갑자기? 얼마나 많이.? 4만원 정도? 나한테 빌려줄래? 정말 죄송해요. 나는 그다지 가지고 있지 않습니다. 야, 지갑이 물에 빠졌는데 신용카드 대금을 다 잃어버렸어. 나는 돈이 전혀 없습니다. 미안해요 진짜 돈이 없어서 남자친구가 더 쪼잔해요. 대출을 요청하는 것은 어렵지 않습니다. 서로 도와주세요. 아니요, 그렇지 않습니다. 그럼 나. 밥은 어떻게 짓나요? 용돈이 생기면 바로 드릴게요. 괜찮으니까 빌려줄게. 좋아요. 꼭 갚으세요."
나씨 이것 좀 해서 저한테 주세요. 네? 이건 제 업무가 아닌데. 나씨가 안하면 누가해요. . 해오세요. 담당자에게 시키시는 게 맞는 것 같습니다. 나씨 위해서 시키는거야. 안하면 다른 사람들이 어떻게 생각하겠어요? 이게 왜 절 위한 일인지 모르겠습니다. 나씨 정규직 아니잖아 네. 알겠습니다.,직장 내 괴롭힘 대화,"선생님, 그럼 좀 만들어서 주세요. 예? 그건 내 일이 아니야. 내가 안 하면 누가 하겠나? . 그렇게 해주세요. 이건 담당자에게 물어보는 게 맞을 것 같아요. 내가 할게요. 당신이 그렇지 않다면 다른 사람들은 어떻게 생각할까요? 이것이 왜 나를 위한 것인지 모르겠습니다. 나는 정규직 직원이 아닙니다. 예. 순서대로."
