idx,class,conversation,keywords,persona,generated_conversation
639,갈취 대화,"친구야 나 노래방 가야하는데
그런데 왜.
용돈이 딱 떨어졌네
이게 몇번째야
에이 친구끼리 왜그래
이제 그만좀해
친구끼리 너무 하네 너네집 잘 살잖아
이런 방법은 정말 나쁜 거야
몇만원 가지고 쪼잔하게 구네 학교생활 피곤하고 싶냐?
2만원만 줄게","노래방
용돈","음악가, 학생 
친구 
노래방","요즘 노래방에서 많이 가는 거예요?
네, 정말 많이 갈 때가 많아요. 오랜만에 친구들과 함께 다니고 싶었는데, 그날도 잘 하겠어요?
어제도 다녀왔답니다. 저는 10분 정도 을 했지만, 나와 함께 한 시간은 못 해서 미안하네요.
아, 얼마나 좋았으면 좋겠네요. 다음에는 함께 할게요! 예산이 제한이라면 어떤 노래를 할까요? 
저는 현재 50만 원 이내라면 합니다. 어떤 노래가 좋으셨는지 말해 주세요!
그럼, 30만 원 이상으로 가면 어떤이 좋을까요? 몇 개씩 추천해 주실 수 있나요?
  그대나 너 같은 고전 노래가 좋아하시죠?
맞아요, 그 가 좋습니다. 그리고 별이나 사랑의 전설도 좋을 것 같아요.
그 외에도 아름다운 날씨, 세월의 유정 등이 좋아요. 우리 모두 함께 노래방에 가서 가보겠습니다.
  좋은 하루 보내세요. 내일 또 만나러 왔으면 좋겠다."
640,직장 내 괴롭힘 대화,"철수씨 이 서류 정리 아직 안한거야?
네 복사물이 많아서 아직요
복사는 복사고 아직 안되면 어떻게 해요
일이 밀려서요.
또 창고에 이 물건 옮겨 놓으세요
같이 해주세요 
그렇게 일하거면 관두세요. 일에 진척이 없어요
과장님 일을 너무 많이 주십니다.
때려치우고 집에 가서 애 보세요
정말 너무하시네요","서류
창고
집","과장
동료, 상사
창고","이 창고는 정말 큰 것 같아? 
 네, 그만큼 많은 서류들이 들어 있는 거예요. 
 이거 다 내일 회의에서 제출해야 하는 거야?
? 오, 맞아요. 저는 아직도 몇 개  해서 안 될 것 같아요. 
 어쨌든 나중에 도와줄게. 이건 제가 잘 하겠어요. 
이번 주말에는 집에 가면 어떤 계획이 있으실가요?
! 그럼, 저는 집에 갈게. 자전거 타고 가려고 해요. 
? 가볼까? 너무 힘들어 보이네. 
물론 가보겠습니다. 요즘 날씨가 좋을 때마다 자전자를 많이 타죠?
, 그때는 정말 즐겁습니다. 이제는 좀 더 편안한 분위기가 필요해요. 
그럼, 오늘 한 번씩 정리해 볼게. 
정확히 말하면, 이 창에 남아 있는 서류는 얼마나 많아요?
. 이게 거의 모든 서류야. 여기서 모두 전부 다 있습니다."
641,협박 대화,"짜증나게하네
너가 더짜증나
뭐라고
니가 먼저 시비잖아
죽고싶냐
죽여봐
못할줄아냐
못죽이자나
뭐라고
죽여보던가","짜증
시비","대화의 주인공은 입니다.
이 대화는 두 사람 사이에서 발생하는 상호작용으로, 서로 비판적이고 경쟁적인 분위기를 보입니다.
3","이건 정말 짜고, 네가 왜 이렇게 말했어? 
너도 이게 잘못이야! 그럼에도 불구하고 나한테 도와줘야 하는데?
도와줄 거냐? 너는 그냥 무서운 게 되고, 내가 이 문제를 해결해야 해!
우리가 어떻게 이 문제에 대해 논의하려고 하는 건 아니야. 네가 자기가 안 하겠다고 하면 나도 못 할 거야.
자기가 한 것도 잘 안 했으면서도, 이제 내일까지는 결국 나만 해야 돼. 
네가 계속 그러면 나도 힘들게 하네. 너는 이 문제의 원인을 찾아보라고 했잖아. 
원인을 찾을 때마다 네가 저에게서 문제가 생기는 것 같아. 그럼에요? 
  그럼 네가 그 문제를 고쳐라. 
  네, 하지만 지금 이 상황에서는 나만 하도록. 
  어때?"
642,기타 괴롭힘 대화,"야 너 흑인이냐?
응?.아니 왜?
아니 너는 왜 이렇게 피부가 까매? 무슨 깜둥이도 아니고
아.부모님께서 피부가 조금 어두운 편이셔서.
아 니네 부모님도 깜둥이라고?
말이 좀 지나치다.승우야
니가 니네 부모님도 까맣다매. 지가 말해놓고 예민하기는 
그렇다고 부모님 한 분이 외국 분이시거나 그런 건 아니야.
구라치고있네. 너네 엄마가 흑인이냐 아빠가 흑인이냐? 그게 아니고서야 피부가 이렇게 개 까맣다고? 물감으로 칠해도 티도 안나겠다.
말 조심해! 진짜 그런 거 아니라고!","흑인
피부
부모","승우와의 가족 관계 어머니, 아버지
","어제는 주말이였어요? 어떤 계획이 있으셨나요?
아, 나중에 집으로 돌아와서 엄마가 만든 간장찌개 먹고 싶었어요. 그게 맛있을 거예요?
맞아요, 오늘도 저녁에 가면 좋겠네요. 이사 전에는 간장치마기가 안들었습니다. 요즘 피부 상태 어떻게 되세요?
? 네가 다섯 달 동안 고생했으면서도 기분이 잘 돼 보이지 않아. 한 번 더 힘내보세요.
우리도 너에게 도움이 필요하면 언제든지 말해. 그리고, 할머니의 피부 관리법 알려줘. 할머니도 항상 피부가 좋아서요.
. 할머니가 추천한 제품은 하얀 미네르발의 크림이에요. 매일 오전과 밤에 바르니 피부도 많이 개선되죠.
. 네가 자주 사용한다고 들었는데, 효과가래요? 그리고 할머니는 어떤 이유로 그런 제품을 선택하시는지 궁금해요.
? 할머니께서 항상 건강하고 밝은  유지하기 위해 피부 보호를 중요하다고 말씀하시더라고요. 그리고 신선한 과일과 채소 섭취도 중요하다는 게 많았어요.
 네가 할머니"
643,협박 대화,"너 신장이 몇개냐 우리 형님이 신장이 하나가 필요해
네??? 
너 혈액형 오형이지 형님도 오형인데 말이지
안됩니나 제딸도 이식이 필요합니다
머 니딸?? 어디서 딸을 팔아쳐먹어 어???
진짜입니다 조금 더 크면 제가 이식할 예정입니다
어디서 약을팔아 이새끼가
진짜입니다 
그래?? 우리 형님이 먼저야 인간아 준비하고 있어
딸오래보고 싶으면 말야
제발 이러지마세요","신장
형님
약","의사
부모와 자녀
위치가 명확하지 않음","형, 이 약을 먹었니? 
네, 저는 다 먹었다. 
왜 이렇게 많이 주는 거야?
신장 문제 때문에. 
이도 잘 먹으면 나중에 더 나은 상태가 될 것 같아. 
그래, 그럼 어떻게 된 거예요? 
신장이 점점 크고 아파서. 
그거랑 비슷한 증세가 있는 건 있나요?
아니, 그런 증세는 없네. 
만약 더 심해지면 말이야. 
물론, 가급적으로 의료 전문가에게 상담하도록 하자."
644,직장 내 괴롭힘 대화,"자네 직무 시간에 영화 보나?
앗 죄송합니다. 부장님
야 현실과 영화가 같은줄 알아? 그딴 허구의 이야기가 뭐가 좋다고 에휴
죄송합니다. 할일이 끝나고 남는 시간에 보다보니 죄송합니다.
야 미친것아 일은 당연이 끝내야 하는거고 일끝나면 뭐 해야 겠냐
잘모르겠습니다.
자넨 14살인가? 내 아들이 14살인데 자네보다 더 성숙한것 같네
아 그러 대체 뭘 해야 하는데요
당연히 일 끝내면 다음 일 해야지 미친것아 일은 절대 안끝나
우린 여가시간도 없나요
요즘 회사가 편해졌긴 하구나 니들은 일하는 기계밖에 안돼 이것들아 내가 말해야 아나
죄송합니다. 
시끄러 니넨 정과장 때문에 다 휴게 시간에 영화 금지야
아 진짜
아니 그렇다고 그렇게","영화
직무
회상","직원, 회사 직원
동료, 상사, 부서장
회사","요즘 영화도 많이 보는 것 같아? 
네, 마이데일리를 보고 싶었는데 시간이 안 나서 못 봤네.
그건 어땠니? 
 마데일라고 발음이 맞았어?
오, 잘못된 거야. 마이다스였을 때만 해.
  네, 그래. 이거는 처음 본 영화였으니 너무 신경 쓰고 있어.
하하, 그런 건 아니겠구나. 
하지만 영화 속에서 주인공이 한 말에 정말 마음이 들었다. 
 내가 살아남았다라는 말이야.
  그리고 주인이 할머니에게 전할 말 . 
 나는 너를 잃지 않게 하겠다. 
  아, 그 말도 진심으로 말했으면 좋겠어. 
  우리도 함께 그 말을 실천해야겠어.
,  네! 우리도 실천하고   그 사람들처럼 살자는 거예요!
  네!"
645,협박 대화,"여기가 어딘지 알겠어?
여기가 어디야!!!
자 자 소리지를 때 마다 손가락 하나씩 없어진다
. 여기가 어디지? 날 왜 데리고 온거지?
이제부터 마취를 시작할거야
뭐라고.?
주사는 별로 아프진 않을 거야
무슨 소릴 하는 거야
네 몸이 아주 건강한 거 같더군. 비싸게 받겠어
자.잘못했어. 이.이거 풀어주면 내가 두 배의 돈을 줄게
지금 나한테 협상하는 건가?","여기
손가락
협상","의사
부모와 아이
집","이거 손가락이 너무 커서 여기까지 들어오면 안 돼? 
네, 아빠, 나도 그런 거는 싫어. 
왜 그래? 
 엄마도 그렇게 말했어. 너도 할아버지한테 그럼에도 불구하고 항상 그러네.
아, 네가 어릴 때는 다르다고 해도 이제는 이렇게 큰 가 된 거야. 
  하지만 할머니가 자주 내게 건져줘서 예전에는 가볍게 하니까요.
  알겠어. 할머니도 잘 지켜보았으면 좋겠어.
  네, 할머니에게도 잘 알려줄래?
  네. 그리고 우리 집에서 손가척을 많이 하면 더 좋은 결과가 있을 것 같아. 
  맞아. 할아버지는 언제든지 우리에게 가르쳐 줄 거야."
646,협박 대화,"지금 내 말이 우스운가봐? 이런 짓을 하는 걸 보면?
죄송합니다.
아니 내가 우스우니까 나 어깨로 치고 깔깔대며 웃으며 지나가는거 아니니?
아니요. 죄송합니다.
나 너네 윗집에 살거든. 매번 시끄럽게 말이야. 진짜 내가 만만하니?
아니요.
한 번 더 이딴 식으로 내 눈에 띄면 진짜 나 칼 들고 너네 집에 간다.
다시는 안 그러겠습니다.
이번만 봐줄게. 그냥 집에서 쥐 죽은 듯 살라고 안 그럼 아주 칼부림 나서 너 죽고 다 죽일거야.
죄송합니다.","우스운
신세
칼","친구, 동료
집","어제 신세를 받았는데, 어떻게 하셨어요?
잘 하겠습니다. 오랜만이야. 우선 이게 맞는 거죠? 
맞아요. 주말에 가고 싶으신데요? 오늘도 나중에 갈래?
? 네, 가볼까? 칼을 챙겨두면 되겠네요. 
. 그럼 가서 보니  ? 
. 좋습니다. 가보겠습니다."
647,협박 대화,"당신이 우리 딸에게 이 약 먹으면 살 빠진다고 했다면서?
 따님은 체중감량할 필요없어서 다이어트 약 처방을 거부했습니다. 그런데 막무가내로 원하셔서 처방했습니다.
 그게 그거 아니야? 당신떄문에 우리 딸이 죽었어!
 그게 왜 저 때문인가요? 따님은 제가 처방한 약 이외에도 너무 많은 약들을 먹었어요.
 당신이 의사야? 이 살인자. 당신 내가 가만안둘거야 죽여버리겠어! 우리딸처럼 당신도 한번 죽어봐
 무슨소리입니까 오남용한 당신 딸 때문이지. 어서 나가세요!
 이 병원 내가 다 소문내고 당신 얼굴 못 들고 다닐게 할거야! 어디 한번 너도 당해봐.
 이러면 나도 가만히 안했습니다. 어디 해 볼테면 해보세요!
 좋아. 한번 해보시겠다?
 당신같이 남의 탓하면서 비난하는 사람들 여럿봤습니다. 저도 생각이 있어요!","약
체중
병원","의사
아빠, 딸
병원","아빠, 오늘 저는 병원에서 한 달 동안 근무하려고 해요. 
그럼 잘 하겠어요? 
네, 정말 열심히 할게요. 이만저는 지금 체중이 너무 많이 줄었고요. 
어쩌면 왜 그런 거죠?
나도 알지만, 요즘 식단을 바꾸려 했더니 몸이 더 가벼워졌어요. 
 그리고  저는 약을 먹으러 갔는데, 그 때도 비슷한 문제가 있었습니다. 
  어떻게나요? 
  몇 번이나 말했잖아요. 내일 다시 방문해보겠습니다. 
 네 맞습니다. 고마워."
648,기타 괴롭힘 대화,"님 롤 존나 못하네요
니새끼보다는 잘하는 것 같은데요 
스킬 못 맞추는 꼬라지
라고 병신이 말합니다.
킬딸만 했으면서 미친놈이
네
니엄마
할 말 없으니 패드립하는 수준 
니 엄마
교육 수준 보이네요","롤
병신
패드립","교육자, 부모
아버지는 딸의 아버지, 어머니는 딸의 어머니
집","아, 오늘도 한 번 더 가만히  이 되셨어요?
네, 저도 고생 많았습니다. 그럼 오늘은 어떤 일들이 있으실까요?
아이가 집에서 나와서 집안을 청소하고 싶었는데요, 제가 도와줄 거예요.
좋아요! 그리고 엄마도 같이 도와주세요. 우리 함께 할게요.
, . 먼저 아이에게는 간단한 할 일을 주고, 그 다음에는 집 안을 청결하게 만들어 보겠습니다.
 네, 잘 하시죠? 이거 말고, 어제 밤에 자꾸 병신 같은 소리를 들었습니다.
  웃음 네, 맞아요. 그 때는 저도 잠들지 못했어요. 어제밤에 일어나서 바닥을 깔아줘야겠네요.
  웃음 맞아요, 잘 들어보겠습니다.
 웃음을 지우며 그리고 이거 다 먹고 오세요. 내가 해두면 됩니다.
 웃으며  , !
, ."
649,협박 대화,"아 이새끼 대답안하는거 보소
절대 안해
아직도 말할 기운이 있나봐 ? 내가 좀 봐주면서 때렸나?
쿨럭
야 괜히 자존심 피우다가 지금보다 더 쳐맞는다?
그래도 싫어
하 어이가 옆에 야 잘잡아라 빗나가면 니네가 맞는다
 알겠어
그만해.
그만 하고 싶으면 내가 묻는 말에 대답 착실히 하면 되지?
그럴일은 없어.내가 여기서 나가면 니네 가만 안둘거야
아 진짜 아직도 입만 살아서 너는 죽어도 입만 물에 뜰것같다 오늘 한번 해볼까?입만 뜨는지?
여기서 멈춰줘","새끼
질문
물","친구, 남편남자
집","새로운 주말이 다가왔어요? 
네, 나도 기대하고 있어. 어떤 계획이 있으려 해?
그럼 우리 함께 가볼까?
어때, 내가 생각한 것은 집에서만 하겠어.
왜 이렇게 한다는 거? 
이거는 너무 힘들었고, 그리고 바쁘니까요.
하지만 이게 중요하다고 느껴지잖아. 
맞아요, 그건 사실이야. 
그러면 어떻게 하면 할 것 같냐? 
그럼, 오늘 저녁 먹을 때는 새끼를 구해야겠구나?
? 
? 
? 
?"
650,협박 대화,"야 니면상 보니까 구토나올것같아
저한테 왜그러세요
개그하다가 망해서 아프리카로 병신같이 돈벌고 있네
니 개그 진짜 노잼인데 개그맨은 어떻게 됫냐
니앞가림이나 잘해라 훈수두지 말고
퇴물 3류 개그맨아 니네집에 찾아가서 니 목을 따서 거리 한폭판에 걸어 놀거야!!
너나 잘해 좃밥아
진짜 죽고싶냐
너나죽어라
망한개그맨 3류 개그맨 죽어라
나이쳐먹고 뭐하는짓이냐 이런식으로 계속하면
명예회손으로 고소하겠다","구토
병신
목","개그맨
친구, 상대방
집","나도 까지 구토했는데 오늘 아침에는 목이 아프네? 
어제는 나도 구토하고 있었지만 오늘은 잘 안되더라. 왜 그런 거야?
저도 부터 기분이 안 좋았는데, 구토만 하게 되면 목이 가려서 자꾸 이곳에서 내일까지 못 나가고 있어. 
그럼 나도 같이 한 번 더 보자. 집에 들어와서 오래 지내보자. 
네, . 하지만 너도 구투고 있다면 우리가 함께 고민해야 해. 
 우선 간단히 제대로 먹었는지 확인해보아."
651,협박 대화,"야 우리 헤어져.
오빠 어떻게 나한테 그럴 수 있어?
나 그동안 이해해 보려고 많이 노력해봤는데 우리 안 맞는 것 같아.
오빠 나 정말 죽는 꼴 보고 싶어서 그래? 나 손목 칼로 긋고 죽을거야.
또 왜 그래. 저번에는 수면제 먹는다 하더니 너무 지친다. 미안해.
나 이미 유언장도 써뒀어. 오빠한테 강간 당해서 정신적으로 너무 충격 받아서 자살한다고.
야 내가 어떻게 해주면 좋겠니?
오빠 평생 내 옆에 있어줘.
알겠어 지금 너네 집 앞으로 갈게.
사랑해 자기","그날
집
손목","성인 남성
부모와 아들
집","그날이 정말 힘든 날이야, 아빠. 집에서 손목을 쥐고도 못 먹었어?
네, 아들이 자기가 생겼으면 좋겠네. 이게 나만 한다는 생각도 안 해. 
하지만 아들아, 지금은 엄마도 힘들지만 우리 모두 함께 지내는 것이 중요하다고 말했잖아? 
맞아, 아버지는 그럼에도 불구하고  도와줄 거라고 하더라. 
   그럼, 오늘 저녁에는 뭐 할까? 
  어서 가방에 넣어둬. 
    그리고 주말에는 아이랑 함께 할 계획이 있니? 
   예, 할머니께 갈래. 
     나중에 아이가 커서 할머니에게도 잘 대해줄 거야. 
      그때까지 잘 보일게."
